year,month,day,week,팀,승패,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,R,H,E,B,홈팀,원정팀,더블헤더
2014,6,27,4,SK,승,0,2,0,0,1,0,1,0,1,-1,-1,-1,5,10,0,2,LG,SK,0
2014,6,27,4,NC,패,0,0,1,0,1,1,0,3,1,-1,-1,-1,7,14,0,1,NC,롯데,0
2014,6,27,4,롯데,승,2,1,0,1,0,3,1,0,-1,-1,-1,-1,8,15,0,4,NC,롯데,0
2014,6,27,4,한화,승,1,0,0,4,1,0,0,0,0,-1,-1,-1,6,9,0,2,한화,삼성,0
2014,6,27,4,삼성,패,0,0,2,0,0,0,0,0,2,-1,-1,-1,4,6,1,1,한화,삼성,0
2014,6,28,5,키움,승,0,1,0,0,0,3,1,2,1,-1,-1,-1,8,14,1,6,키움,두산,0
2014,6,28,5,두산,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,9,0,3,키움,두산,0
2014,6,28,5,LG,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,6,1,6,LG,SK,0
2014,6,28,5,SK,승,0,0,0,0,4,0,0,0,-1,-1,-1,-1,4,10,1,1,LG,SK,0
2014,6,28,5,NC,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,8,0,2,NC,롯데,0
2014,6,28,5,롯데,승,0,0,1,0,0,3,0,0,-1,-1,-1,-1,4,9,0,0,NC,롯데,0
2014,6,28,5,한화,패,0,0,0,1,0,1,2,0,0,-1,-1,-1,4,12,1,0,한화,삼성,0
2014,6,28,5,삼성,승,2,0,4,4,0,2,3,0,-1,-1,-1,-1,15,17,0,5,한화,삼성,0
2014,6,29,6,키움,승,1,0,0,1,1,3,1,0,0,-1,-1,-1,7,13,0,3,키움,두산,0
2014,6,29,6,두산,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,0,0,키움,두산,0
2014,6,29,6,LG,승,0,1,0,1,5,2,2,0,0,-1,-1,-1,11,15,0,7,LG,SK,0
2014,6,29,6,SK,패,2,2,0,0,0,0,0,0,0,-1,-1,-1,4,10,2,1,LG,SK,0
2014,6,29,6,NC,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,2,2,NC,롯데,0
2014,6,29,6,롯데,승,0,0,0,1,8,0,0,0,-1,-1,-1,-1,9,10,2,1,NC,롯데,0
2014,6,29,6,한화,패,0,0,0,0,0,2,0,0,0,-1,-1,-1,2,10,1,4,한화,삼성,0
2014,6,29,6,삼성,승,0,2,4,1,1,0,1,0,-1,-1,-1,-1,9,13,1,4,한화,삼성,0
2014,7,1,1,한화,패,0,0,0,0,0,0,0,0,0,0,0,-1,0,5,2,3,한화,LG,0
2014,7,1,1,LG,승,0,0,0,0,0,0,0,0,0,0,1,-1,1,5,1,4,한화,LG,0
2014,7,1,1,롯데,패,1,0,1,0,1,1,2,1,0,-1,-1,-1,7,11,0,8,롯데,키움,0
2014,7,1,1,키움,승,0,1,5,0,0,0,6,0,-1,-1,-1,-1,12,13,1,4,롯데,키움,0
2014,7,1,1,두산,승,0,2,0,0,1,1,0,0,0,-1,-1,-1,4,11,0,3,두산,기아,0
2014,7,1,1,기아,패,0,0,1,0,0,2,0,0,0,-1,-1,-1,3,5,2,3,두산,기아,0
2014,7,1,1,SK,패,0,0,2,0,1,0,0,1,0,-1,-1,-1,4,5,2,5,SK,NC,0
2014,7,1,1,NC,승,1,0,0,0,3,0,0,0,1,-1,-1,-1,5,6,2,3,SK,NC,0
2014,7,2,2,한화,패,1,0,0,0,0,0,0,0,1,-1,-1,-1,2,6,1,2,한화,LG,0
2014,7,2,2,LG,승,1,0,0,1,0,4,0,0,-1,-1,-1,-1,6,7,1,9,한화,LG,0
2014,7,2,2,롯데,패,0,2,0,0,0,1,0,0,-1,-1,-1,-1,3,7,1,5,롯데,키움,0
2014,7,2,2,키움,승,0,4,0,1,1,0,1,0,-1,-1,-1,-1,7,11,0,6,롯데,키움,0
2014,7,3,3,한화,패,0,0,0,0,0,2,2,0,0,-1,-1,-1,4,9,1,6,한화,LG,0
2014,7,3,3,LG,승,1,1,1,0,0,0,0,2,-1,-1,-1,-1,5,13,0,3,한화,LG,0
2014,7,3,3,롯데,패,4,3,1,0,0,0,1,0,0,-1,-1,-1,9,12,2,5,롯데,키움,0
2014,7,3,3,키움,승,5,0,0,0,4,0,0,1,-1,-1,-1,-1,10,12,1,4,롯데,키움,0
2014,7,3,3,두산,패,0,0,0,2,0,0,0,0,1,-1,-1,-1,3,7,2,6,두산,기아,0
2014,7,3,3,기아,승,2,0,0,0,3,1,0,0,-1,-1,-1,-1,6,8,0,4,두산,기아,0
2014,7,3,3,SK,패,2,0,1,1,0,0,2,1,0,-1,-1,-1,7,11,1,7,SK,NC,0
2014,7,3,3,NC,승,0,0,0,2,6,3,0,0,-1,-1,-1,-1,11,14,3,6,SK,NC,0
2014,7,4,4,삼성,패,0,1,1,0,0,0,0,2,0,-1,-1,-1,4,7,0,2,삼성,두산,0
2014,7,4,4,두산,승,3,0,0,0,1,0,1,0,-1,-1,-1,-1,5,11,0,4,삼성,두산,0
2014,7,4,4,기아,승,2,0,0,0,4,3,1,0,0,-1,-1,-1,10,15,0,3,기아,키움,0
2014,7,4,4,키움,패,0,0,1,0,1,4,0,0,0,-1,-1,-1,6,12,1,5,기아,키움,0
2014,7,4,4,SK,패,1,0,0,0,0,0,0,1,0,-1,-1,-1,2,8,1,1,SK,롯데,0
2014,7,4,4,롯데,승,0,0,2,3,0,0,1,0,-1,-1,-1,-1,6,11,0,5,SK,롯데,0
2014,7,4,4,LG,승,1,2,0,2,0,0,0,0,1,-1,-1,-1,6,13,0,3,LG,NC,0
2014,7,4,4,NC,패,0,0,0,2,0,1,0,0,0,-1,-1,-1,3,4,1,5,LG,NC,0
2014,7,5,5,삼성,승,1,0,0,3,0,0,2,0,0,-1,-1,-1,6,8,1,6,삼성,두산,0
2014,7,5,5,두산,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,1,0,삼성,두산,0
2014,7,5,5,기아,패,2,0,0,0,1,0,0,1,0,-1,-1,-1,4,11,2,6,기아,키움,0
2014,7,5,5,키움,승,2,1,0,0,0,3,0,0,-1,-1,-1,-1,6,7,0,6,기아,키움,0
2014,7,5,5,SK,패,2,0,0,1,2,1,0,1,0,-1,-1,-1,7,13,1,3,SK,롯데,0
2014,7,5,5,롯데,승,0,0,0,0,1,2,0,2,3,-1,-1,-1,8,10,1,6,SK,롯데,0
2014,7,5,5,LG,승,0,0,0,1,0,0,1,0,0,-1,-1,-1,2,7,1,7,LG,NC,0
2014,7,5,5,NC,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,0,3,LG,NC,0
2014,7,6,6,삼성,승,0,2,0,0,0,3,1,1,0,-1,-1,-1,7,9,1,5,삼성,두산,0
2014,7,6,6,두산,패,0,0,0,0,0,0,0,2,2,-1,-1,-1,4,6,1,2,삼성,두산,0
2014,7,6,6,기아,패,1,0,1,0,0,0,0,0,2,-1,-1,-1,4,8,0,7,기아,키움,0
2014,7,6,6,키움,승,0,1,0,0,3,1,0,0,-1,-1,-1,-1,5,9,0,4,기아,키움,0
2014,7,7,0,SK,승,0,0,0,4,0,5,0,1,0,-1,-1,-1,10,15,1,2,SK,롯데,0
2014,7,7,0,롯데,패,0,0,1,0,2,0,0,0,0,-1,-1,-1,3,11,1,4,SK,롯데,0
2014,7,7,0,LG,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,9,0,4,LG,NC,0
2014,7,7,0,NC,승,4,0,0,0,0,0,0,0,-1,-1,-1,-1,4,8,1,3,LG,NC,0
2014,7,8,1,두산,승,1,2,3,0,0,4,4,0,0,-1,-1,-1,14,22,1,4,두산,LG,0
2014,7,8,1,LG,패,0,2,0,0,5,0,1,0,0,-1,-1,-1,8,14,0,3,두산,LG,0
2014,7,8,1,기아,승,0,2,2,0,0,1,0,4,1,-1,-1,-1,10,18,0,5,기아,SK,0
2014,7,8,1,SK,패,0,0,0,0,0,3,2,0,1,-1,-1,-1,6,9,0,5,기아,SK,0
2014,7,8,1,롯데,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,0,3,롯데,삼성,0
2014,7,8,1,삼성,승,0,1,0,0,0,3,0,0,-1,-1,-1,-1,4,6,1,4,롯데,삼성,0
2014,7,8,1,키움,승,3,0,11,0,0,0,3,0,-1,-1,-1,-1,17,15,0,6,키움,한화,0
2014,7,8,1,한화,패,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,3,8,2,4,키움,한화,0
2014,7,9,2,두산,패,0,0,0,0,0,0,0,2,0,0,-1,-1,2,8,0,2,두산,LG,0
2014,7,9,2,LG,승,1,0,0,0,0,1,0,0,0,1,-1,-1,3,10,1,8,두산,LG,0
2014,7,9,2,기아,패,1,1,0,0,0,0,0,0,1,-1,-1,-1,3,11,1,4,기아,SK,0
2014,7,9,2,SK,승,1,1,0,0,3,1,1,2,-1,-1,-1,-1,9,13,0,7,기아,SK,0
2014,7,9,2,롯데,패,1,0,0,0,0,0,0,0,3,-1,-1,-1,4,9,1,2,롯데,삼성,0
2014,7,9,2,삼성,승,1,1,0,0,0,2,0,1,-1,-1,-1,-1,5,9,0,4,롯데,삼성,0
2014,7,9,2,키움,승,1,7,0,1,2,2,0,0,0,-1,-1,-1,13,21,1,2,키움,한화,0
2014,7,9,2,한화,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,6,2,1,키움,한화,0
2014,7,10,3,두산,승,0,2,0,1,4,1,2,2,1,-1,-1,-1,13,16,1,6,두산,LG,0
2014,7,10,3,LG,패,2,0,0,0,0,2,0,7,1,-1,-1,-1,12,14,1,5,두산,LG,0
2014,7,10,3,기아,승,0,1,2,0,0,0,3,0,1,-1,-1,-1,7,10,0,3,기아,SK,0
2014,7,10,3,SK,패,0,0,2,0,1,0,0,0,2,-1,-1,-1,5,7,0,7,기아,SK,0
2014,7,10,3,롯데,승,0,0,0,0,0,0,0,0,5,-1,-1,-1,5,13,1,3,롯데,삼성,0
2014,7,10,3,삼성,패,0,0,1,1,0,0,0,0,0,-1,-1,-1,2,6,1,6,롯데,삼성,0
2014,7,10,3,키움,패,0,2,0,0,0,0,0,0,0,-1,-1,-1,2,8,0,3,키움,한화,0
2014,7,10,3,한화,승,4,0,0,0,0,0,0,0,-1,-1,-1,-1,4,10,2,3,키움,한화,0
2014,7,11,4,한화,승,0,1,4,0,2,0,2,0,0,-1,-1,-1,9,13,1,4,한화,두산,0
2014,7,11,4,두산,패,1,0,0,3,2,0,0,0,0,-1,-1,-1,6,8,0,6,한화,두산,0
2014,7,11,4,NC,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,4,1,1,NC,키움,0
2014,7,11,4,키움,승,0,0,0,2,0,3,0,1,-1,-1,-1,-1,6,8,0,4,NC,키움,0
2014,7,11,4,SK,패,0,0,0,0,1,0,1,2,0,-1,-1,-1,4,9,1,5,SK,삼성,0
2014,7,11,4,삼성,승,2,3,3,2,0,1,0,1,-1,-1,-1,-1,12,16,0,10,SK,삼성,0
2014,7,11,4,롯데,승,0,3,0,4,0,0,2,2,1,-1,-1,-1,12,16,0,7,롯데,기아,0
2014,7,11,4,기아,패,1,0,0,0,0,0,2,2,0,-1,-1,-1,5,10,2,4,롯데,기아,0
2014,7,12,5,한화,패,0,1,0,2,0,0,0,0,0,-1,-1,-1,3,8,1,3,한화,두산,0
2014,7,12,5,두산,승,0,0,0,2,2,0,2,0,-1,-1,-1,-1,6,9,0,4,한화,두산,0
2014,7,12,5,NC,승,0,1,0,3,1,0,1,1,3,-1,-1,-1,10,18,0,1,NC,키움,0
2014,7,12,5,키움,패,0,0,1,0,0,1,0,0,3,-1,-1,-1,5,9,0,4,NC,키움,0
2014,7,12,5,SK,승,0,3,2,1,0,1,1,2,3,-1,-1,-1,13,16,1,8,SK,삼성,0
2014,7,12,5,삼성,패,0,0,3,2,0,0,1,0,4,-1,-1,-1,10,14,0,3,SK,삼성,0
2014,7,12,5,롯데,패,0,0,0,3,0,0,0,1,0,0,0,0,4,9,1,9,롯데,기아,0
2014,7,12,5,기아,승,3,0,0,0,0,1,0,0,0,0,0,1,5,16,0,10,롯데,기아,0
2014,7,13,6,한화,승,0,0,1,0,0,0,0,0,1,-1,-1,-1,2,13,0,1,한화,두산,0
2014,7,13,6,두산,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,7,1,5,한화,두산,0
2014,7,13,6,NC,승,0,1,1,0,0,5,1,0,1,-1,-1,-1,9,13,1,4,NC,키움,0
2014,7,13,6,키움,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,11,1,2,NC,키움,0
2014,7,13,6,SK,승,3,0,0,0,0,0,0,1,0,-1,-1,-1,4,8,1,4,SK,삼성,0
2014,7,13,6,삼성,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,5,0,4,SK,삼성,0
2014,7,13,6,롯데,승,1,0,0,0,0,0,0,0,1,-1,-1,-1,2,8,0,6,롯데,기아,0
2014,7,13,6,기아,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,4,1,3,롯데,기아,0
2014,7,15,1,삼성,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,5,1,3,삼성,LG,0
2014,7,15,1,LG,승,0,3,0,1,0,0,0,3,-1,-1,-1,-1,7,8,0,4,삼성,LG,0
2014,7,15,1,한화,승,1,1,2,1,0,0,3,0,0,-1,-1,-1,8,12,0,10,한화,SK,0
2014,7,15,1,SK,패,0,0,0,1,0,2,0,0,0,-1,-1,-1,3,8,0,2,한화,SK,0
2014,7,16,2,삼성,패,0,0,2,0,0,0,0,0,0,-1,-1,-1,2,10,0,3,삼성,LG,0
2014,7,16,2,LG,승,3,0,0,1,0,3,2,0,-1,-1,-1,-1,9,17,1,3,삼성,LG,0
2014,7,16,2,한화,승,2,4,0,1,0,4,1,0,0,-1,-1,-1,12,16,0,6,한화,SK,0
2014,7,16,2,SK,패,3,0,0,0,0,0,0,0,0,-1,-1,-1,3,5,2,3,한화,SK,0
2014,7,16,2,키움,승,0,0,0,3,0,0,1,0,0,-1,-1,-1,4,6,0,5,키움,롯데,0
2014,7,16,2,롯데,패,0,0,0,0,0,0,0,1,2,-1,-1,-1,3,7,0,1,키움,롯데,0
2014,7,16,2,두산,패,1,0,0,4,2,0,0,0,1,-1,-1,-1,8,12,0,3,두산,NC,0
2014,7,16,2,NC,승,4,0,0,0,0,2,4,0,-1,-1,-1,-1,10,17,1,5,두산,NC,0
2014,7,22,1,NC,패,1,0,0,3,1,1,0,5,0,0,-1,-1,11,20,0,7,NC,한화,0
2014,7,22,1,한화,승,0,1,0,0,0,2,5,1,2,1,-1,-1,12,15,1,11,NC,한화,0
2014,7,22,1,LG,패,0,3,0,0,0,0,0,0,0,-1,-1,-1,3,7,1,5,LG,기아,0
2014,7,22,1,기아,승,0,3,2,0,0,0,0,0,-1,-1,-1,-1,5,6,1,6,LG,기아,0
2014,7,22,1,삼성,승,3,0,0,0,2,0,0,0,0,-1,-1,-1,5,4,0,6,삼성,롯데,0
2014,7,22,1,롯데,패,0,2,0,0,1,0,0,0,0,-1,-1,-1,3,10,0,1,삼성,롯데,0
2014,7,23,2,NC,승,1,1,1,0,1,0,3,1,0,-1,-1,-1,8,15,3,3,NC,한화,0
2014,7,23,2,한화,패,0,1,0,0,0,0,0,0,3,-1,-1,-1,4,10,1,3,NC,한화,0
2014,7,23,2,LG,승,0,0,0,9,0,0,0,1,1,-1,-1,-1,11,13,2,8,LG,기아,0
2014,7,23,2,기아,패,2,1,0,0,0,1,2,2,0,-1,-1,-1,8,13,1,5,LG,기아,0
2014,7,23,2,삼성,승,3,0,4,0,0,0,6,2,0,-1,-1,-1,15,18,0,3,삼성,롯데,0
2014,7,23,2,롯데,패,0,7,0,0,0,1,0,3,1,-1,-1,-1,12,15,1,5,삼성,롯데,0
2014,7,24,3,SK,승,0,0,2,3,1,0,0,1,0,-1,-1,-1,7,12,3,7,SK,두산,0
2014,7,24,3,두산,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,5,2,0,SK,두산,0
2014,7,24,3,NC,승,5,0,1,2,4,3,0,5,3,-1,-1,-1,23,19,0,9,NC,한화,0
2014,7,24,3,한화,패,4,0,3,0,1,1,0,0,0,-1,-1,-1,9,14,5,4,NC,한화,0
2014,7,24,3,LG,승,2,0,0,0,0,0,0,4,0,-1,-1,-1,6,11,2,5,LG,기아,0
2014,7,24,3,기아,패,1,0,0,0,1,0,0,0,0,-1,-1,-1,2,5,1,8,LG,기아,0
2014,7,24,3,삼성,승,0,1,0,4,1,1,6,3,1,-1,-1,-1,17,17,0,5,삼성,롯데,0
2014,7,24,3,롯데,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,11,2,2,삼성,롯데,0
2014,7,25,4,기아,패,0,0,0,1,2,0,0,0,0,-1,-1,-1,3,9,2,4,기아,한화,0
2014,7,25,4,한화,승,0,0,0,0,1,6,0,1,-1,-1,-1,-1,8,10,0,5,기아,한화,0
2014,7,25,4,NC,패,0,0,2,0,0,4,0,0,0,-1,-1,-1,6,9,1,3,NC,삼성,0
2014,7,25,4,삼성,승,2,0,1,0,3,0,2,2,-1,-1,-1,-1,10,13,0,4,NC,삼성,0
2014,7,26,5,롯데,패,0,1,0,0,0,0,1,0,0,-1,-1,-1,2,11,2,1,롯데,LG,0
2014,7,26,5,LG,승,0,0,0,0,0,0,0,6,-1,-1,-1,-1,6,6,0,4,롯데,LG,0
2014,7,26,5,키움,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,6,1,4,키움,SK,0
2014,7,26,5,SK,승,0,0,0,1,1,0,0,0,-1,-1,-1,-1,2,7,0,3,키움,SK,0
2014,7,26,5,기아,패,0,0,0,1,0,0,0,0,0,-1,-1,-1,1,4,1,5,기아,한화,0
2014,7,26,5,한화,승,0,0,0,0,1,1,0,0,-1,-1,-1,-1,2,8,2,3,기아,한화,0
2014,7,26,5,NC,패,0,0,0,0,0,0,1,0,0,-1,-1,-1,1,5,0,2,NC,삼성,0
2014,7,26,5,삼성,승,0,1,1,0,0,0,0,3,-1,-1,-1,-1,5,5,0,6,NC,삼성,0
2014,7,27,6,롯데,승,0,0,0,3,0,0,0,0,0,0,1,-1,4,9,1,3,롯데,LG,0
2014,7,27,6,LG,패,1,0,0,2,0,0,0,0,0,0,0,-1,3,6,0,7,롯데,LG,0
2014,7,27,6,키움,승,3,0,3,0,4,0,0,0,0,-1,-1,-1,10,11,0,4,키움,SK,0
2014,7,27,6,SK,패,3,0,0,1,0,0,2,0,0,-1,-1,-1,6,11,2,1,키움,SK,0
2014,7,27,6,기아,승,3,7,2,0,1,0,1,2,1,-1,-1,-1,17,18,1,7,기아,한화,0
2014,7,27,6,한화,패,0,0,5,0,0,0,0,0,0,-1,-1,-1,5,9,1,5,기아,한화,0
2014,7,27,6,NC,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,7,0,8,NC,삼성,0
2014,7,27,6,삼성,승,0,1,0,0,0,0,2,0,-1,-1,-1,-1,3,9,0,3,NC,삼성,0
2014,7,28,0,롯데,패,1,0,2,0,0,0,0,0,0,-1,-1,-1,3,2,0,6,롯데,LG,0
2014,7,28,0,LG,승,0,0,0,0,0,0,5,0,-1,-1,-1,-1,5,12,0,1,롯데,LG,0
2014,7,28,0,키움,승,0,0,2,4,4,0,0,0,0,-1,-1,-1,10,11,0,8,키움,SK,0
2014,7,28,0,SK,패,7,0,0,0,0,0,1,0,0,-1,-1,-1,8,11,1,4,키움,SK,0
2014,7,29,1,한화,패,0,0,0,1,1,0,1,0,0,-1,-1,-1,3,10,4,5,한화,키움,0
2014,7,29,1,키움,승,0,3,6,1,1,0,4,3,-1,-1,-1,-1,18,16,0,11,한화,키움,0
2014,7,29,1,LG,승,0,2,1,0,0,0,3,1,0,-1,-1,-1,7,12,1,5,LG,삼성,0
2014,7,29,1,삼성,패,0,0,2,1,1,0,2,0,0,-1,-1,-1,6,15,0,2,LG,삼성,0
2014,7,29,1,두산,승,0,0,0,1,9,0,1,0,1,-1,-1,-1,12,20,2,4,두산,롯데,0
2014,7,29,1,롯데,패,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,5,0,0,두산,롯데,0
2014,7,29,1,기아,패,1,0,0,1,0,0,0,1,0,-1,-1,-1,3,13,1,4,기아,NC,0
2014,7,29,1,NC,승,1,0,0,0,2,2,0,2,-1,-1,-1,-1,7,12,1,7,기아,NC,0
2014,7,30,2,한화,패,0,0,1,1,0,0,0,0,0,-1,-1,-1,2,10,0,5,한화,키움,0
2014,7,30,2,키움,승,2,2,0,2,0,0,0,0,-1,-1,-1,-1,6,10,0,7,한화,키움,0
2014,7,30,2,LG,패,5,1,0,0,0,0,0,0,2,-1,-1,-1,8,10,1,4,LG,삼성,0
2014,7,30,2,삼성,승,1,5,0,0,0,0,0,1,2,-1,-1,-1,9,15,0,10,LG,삼성,0
2014,7,30,2,두산,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,6,0,2,두산,롯데,0
2014,7,30,2,롯데,승,1,0,0,0,2,0,0,0,-1,-1,-1,-1,3,11,0,1,두산,롯데,0
2014,7,30,2,기아,패,0,0,2,0,2,0,0,0,0,-1,-1,-1,4,9,1,4,기아,NC,0
2014,7,30,2,NC,승,0,0,0,1,1,1,2,0,-1,-1,-1,-1,5,12,0,5,기아,NC,0
2014,7,31,3,한화,승,0,4,0,0,0,0,2,3,0,-1,-1,-1,9,9,0,11,한화,키움,0
2014,7,31,3,키움,패,0,0,0,3,1,0,1,0,3,-1,-1,-1,8,13,0,8,한화,키움,0
2014,7,31,3,LG,패,0,0,0,1,2,0,1,0,0,-1,-1,-1,4,9,0,5,LG,삼성,0
2014,7,31,3,삼성,승,1,2,0,2,0,0,3,0,-1,-1,-1,-1,8,9,0,9,LG,삼성,0
2014,7,31,3,두산,패,0,0,0,0,0,0,1,1,1,-1,-1,-1,3,9,1,3,두산,롯데,0
2014,7,31,3,롯데,승,3,1,0,3,2,4,0,0,-1,-1,-1,-1,13,14,1,8,두산,롯데,0
2014,7,31,3,기아,패,0,0,0,0,0,1,0,0,0,-1,-1,-1,1,5,0,2,기아,NC,0
2014,7,31,3,NC,승,3,5,0,0,0,0,0,1,-1,-1,-1,-1,9,10,0,8,기아,NC,0
2014,8,1,4,키움,패,2,0,0,0,0,1,0,0,0,-1,-1,-1,3,5,1,2,키움,LG,0
2014,8,1,4,LG,승,1,1,0,0,0,0,2,0,-1,-1,-1,-1,4,8,0,5,키움,LG,0
2014,8,1,4,NC,패,0,0,2,0,1,0,1,0,2,-1,-1,-1,6,10,0,7,NC,SK,0
2014,8,1,4,SK,승,1,0,4,1,6,0,0,1,-1,-1,-1,-1,13,18,0,7,NC,SK,0
2014,8,1,4,두산,패,0,0,2,0,0,4,0,0,0,-1,-1,-1,6,9,1,11,두산,한화,0
2014,8,1,4,한화,승,0,0,4,0,0,1,0,4,-1,-1,-1,-1,9,14,0,3,두산,한화,0
2014,8,1,4,삼성,승,1,3,0,0,0,0,0,1,1,-1,-1,-1,6,12,1,4,삼성,기아,0
2014,8,1,4,기아,패,0,2,0,0,0,0,2,0,0,-1,-1,-1,4,14,1,5,삼성,기아,0
2014,8,2,5,키움,승,3,0,0,0,0,1,0,1,3,-1,-1,-1,8,8,0,7,키움,LG,0
2014,8,2,5,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,6,1,1,키움,LG,0
2014,8,2,5,NC,패,0,1,0,0,0,0,0,0,0,-1,-1,-1,1,5,1,2,NC,SK,0
2014,8,2,5,SK,승,0,2,0,3,0,4,0,0,-1,-1,-1,-1,9,15,1,4,NC,SK,0
2014,8,3,6,두산,패,0,0,1,0,0,0,0,0,1,-1,-1,-1,2,6,0,3,두산,한화,0
2014,8,3,6,한화,승,1,0,0,0,0,3,0,0,-1,-1,-1,-1,4,10,0,0,두산,한화,0
2014,8,4,0,키움,패,0,1,0,2,0,0,0,1,0,-1,-1,-1,4,8,2,4,키움,LG,0
2014,8,4,0,LG,승,0,4,0,0,2,0,0,0,-1,-1,-1,-1,6,6,0,11,키움,LG,0
2014,8,5,1,기아,패,0,1,0,0,0,0,0,1,0,-1,-1,-1,2,8,0,1,기아,두산,0
2014,8,5,1,두산,승,0,3,0,0,5,0,0,0,-1,-1,-1,-1,8,11,0,5,기아,두산,0
2014,8,5,1,SK,패,0,0,0,0,0,0,3,0,0,-1,-1,-1,3,9,0,4,SK,키움,0
2014,8,5,1,키움,승,0,0,0,2,3,1,0,2,-1,-1,-1,-1,8,7,0,8,SK,키움,0
2014,8,5,1,NC,승,0,0,1,0,1,0,0,0,1,-1,-1,-1,3,5,0,2,NC,롯데,0
2014,8,5,1,롯데,패,1,0,0,0,0,0,0,0,0,-1,-1,-1,1,8,1,3,NC,롯데,0
2014,8,5,1,삼성,승,1,1,2,3,0,0,0,0,7,-1,-1,-1,14,19,0,3,삼성,한화,0
2014,8,5,1,한화,패,0,0,0,0,0,0,0,1,0,-1,-1,-1,1,9,0,2,삼성,한화,0
2014,8,6,2,NC,패,0,0,3,1,0,0,0,0,0,-1,-1,-1,4,12,0,2,NC,롯데,0
2014,8,6,2,롯데,승,0,0,4,2,0,0,1,3,-1,-1,-1,-1,10,15,1,10,NC,롯데,0
2014,8,6,2,삼성,패,0,0,2,0,0,0,0,0,0,0,0,-1,2,11,1,2,삼성,한화,0
2014,8,6,2,한화,승,0,0,0,0,0,1,0,0,1,0,2,-1,4,8,1,5,삼성,한화,0
2014,8,7,3,키움,승,0,1,1,0,0,0,0,0,3,0,0,1,6,11,0,8,키움,두산,0
2014,8,7,3,두산,패,0,1,0,3,1,0,0,0,0,0,0,0,5,10,0,10,키움,두산,0
2014,8,7,3,기아,패,0,0,0,1,1,0,0,0,0,-1,-1,-1,2,9,1,4,기아,SK,0
2014,8,7,3,SK,승,0,0,0,0,3,0,1,3,-1,-1,-1,-1,7,9,2,8,기아,SK,0
2014,8,7,3,LG,승,0,0,0,0,1,3,2,3,0,-1,-1,-1,9,12,3,4,LG,NC,0
2014,8,7,3,NC,패,1,2,0,2,1,0,0,0,2,-1,-1,-1,8,14,2,2,LG,NC,0
2014,8,8,4,키움,승,4,0,0,4,0,2,2,3,0,-1,-1,-1,15,21,0,5,키움,두산,0
2014,8,8,4,두산,패,1,0,0,1,3,0,1,4,0,-1,-1,-1,10,18,1,3,키움,두산,0
2014,8,8,4,기아,승,0,0,0,1,0,1,0,0,0,1,-1,-1,3,9,0,4,기아,SK,0
2014,8,8,4,SK,패,0,0,0,0,1,0,0,1,0,0,-1,-1,2,6,0,1,기아,SK,0
2014,8,8,4,롯데,패,0,2,0,0,1,0,1,5,0,-1,-1,-1,9,12,1,6,롯데,삼성,0
2014,8,8,4,삼성,승,0,0,4,0,1,2,0,2,1,-1,-1,-1,10,18,1,8,롯데,삼성,0
2014,8,8,4,LG,승,1,1,1,0,1,1,4,0,0,-1,-1,-1,9,12,1,9,LG,NC,0
2014,8,8,4,NC,패,2,0,0,0,0,0,0,1,3,-1,-1,-1,6,13,1,4,LG,NC,0
2014,8,9,5,한화,승,0,0,0,0,1,0,0,0,0,-1,-1,-1,1,5,0,2,한화,LG,0
2014,8,9,5,LG,패,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,7,0,3,한화,LG,0
2014,8,9,5,삼성,승,1,0,0,5,3,0,0,0,0,-1,-1,-1,9,13,0,8,삼성,키움,0
2014,8,9,5,키움,패,2,0,0,0,0,0,4,0,2,-1,-1,-1,8,12,0,5,삼성,키움,0
2014,8,9,5,롯데,패,0,0,0,0,0,1,1,1,0,-1,-1,-1,3,9,0,9,롯데,기아,0
